yaw:  60.3028112763 Yaw vel:  -1.495 Yaw acc:  -9.89 yaw Deseada:  1.81558251611 Control: 1353.77367996 Error:  58.4872287602 
yaw:  51.7251011317 Yaw vel:  -1.41 Yaw acc:  -9.75 yaw Deseada:  0.963685158424 Control: 1373.15165759 Error:  50.7614159733 
yaw:  51.7251011317 Yaw vel:  -1.41 Yaw acc:  -9.75 yaw Deseada:  0.394002071562 Control: 1371.66818318 Error:  51.3310990601 
yaw:  43.6780181384 Yaw vel:  -1.314 Yaw acc:  -9.86 yaw Deseada:  0.0824791978592 Control: 1391.0663935 Error:  43.5955389405 
yaw:  43.6780181384 Yaw vel:  -1.314 Yaw acc:  -9.86 yaw Deseada:  0.00145335186907 Control: 1390.80800955 Error:  43.6765647865 
yaw:  36.2157461871 Yaw vel:  -1.217 Yaw acc:  -9.83 yaw Deseada:  0.120066555437 Control: 1409.81491145 Error:  36.0956796317 
yaw:  36.2157461871 Yaw vel:  -1.217 Yaw acc:  -9.83 yaw Deseada:  0.404722489915 Control: 1410.47447208 Error:  35.8110236972 
yaw:  29.364540525 Yaw vel:  -1.107 Yaw acc:  -9.93 yaw Deseada:  0.819578956163 Control: 1428.68943481 Error:  28.5449615689 
yaw:  29.364540525 Yaw vel:  -1.107 Yaw acc:  -9.93 yaw Deseada:  1.32706975812 Control: 1429.90994285 Error:  28.0374707669 
yaw:  23.1382083795 Yaw vel:  -0.985 Yaw acc:  -9.96 yaw Deseada:  1.88844903793 Control: 1446.92400463 Error:  21.2497593416 
yaw:  23.1382083795 Yaw vel:  -0.985 Yaw acc:  -9.96 yaw Deseada:  2.46435079513 Control: 1448.3194618 Error:  20.6738575844 
yaw:  17.6199192566 Yaw vel:  -0.848 Yaw acc:  -9.87 yaw Deseada:  3.01535612285 Control: 1463.53185157 Error:  14.6045631338 
yaw:  17.6199192566 Yaw vel:  -0.848 Yaw acc:  -9.87 yaw Deseada:  3.50256059368 Control: 1464.71007511 Error:  14.1173586629 
yaw:  12.9806455978 Yaw vel:  -0.848 Yaw acc:  -9.87 yaw Deseada:  3.88813422686 Control: 1477.30451958 Error:  9.09251137093 
yaw:  12.9806455978 Yaw vel:  -0.71 Yaw acc:  -9.76 yaw Deseada:  4.13586656846 Control: 1477.8898169 Error:  8.84477902933 
yaw:  9.16700093698 Yaw vel:  -0.571 Yaw acc:  -9.76 yaw Deseada:  4.21168961419 Control: 1487.63941788 Error:  4.95531132278 
yaw:  9.16700093698 Yaw vel:  -0.571 Yaw acc:  -9.76 yaw Deseada:  4.08417159938 Control: 1487.29201884 Error:  5.0828293376 
yaw:  6.10201672618 Yaw vel:  -0.455 Yaw acc:  -9.79 yaw Deseada:  3.72497506687 Control: 1494.07665413 Error:  2.37704165931 
yaw:  6.10201672618 Yaw vel:  -0.455 Yaw acc:  -9.79 yaw Deseada:  3.10927309817 Control: 1492.51375975 Error:  2.99274362801 
yaw:  3.71444854284 Yaw vel:  -0.348 Yaw acc:  -9.86 yaw Deseada:  2.21611814731 Control: 1496.26480536 Error:  1.49833039553 
yaw:  3.71444854284 Yaw vel:  -0.348 Yaw acc:  -9.86 yaw Deseada:  1.0287585457 Control: 1493.27733006 Error:  2.68568999714 
yaw:  1.90385482666 Yaw vel:  -0.274 Yaw acc:  -9.83 yaw Deseada:  -0.465101560347 Control: 1494.07986123 Error:  2.368956387 
yaw:  1.90385482666 Yaw vel:  -0.274 Yaw acc:  -9.83 yaw Deseada:  -2.27310232812 Control: 1489.54475403 Error:  4.17695715478 
yaw:  0.467283923611 Yaw vel:  -0.214 Yaw acc:  -9.83 yaw Deseada:  -4.39809108588 Control: 1487.83166967 Error:  4.86537500949 
yaw:  0.467283923611 Yaw vel:  -0.214 Yaw acc:  -9.83 yaw Deseada:  -6.83804981028 Control: 1481.7193282 Error:  7.30533373389 
yaw:  -0.681410247369 Yaw vel:  -0.172 Yaw acc:  -9.83 yaw Deseada:  -9.58608821926 Control: 1477.7269434 Error:  8.90467797189 
yaw:  -0.681410247369 Yaw vel:  -0.172 Yaw acc:  -9.83 yaw Deseada:  -12.6305026159 Control: 1470.10564682 Error:  11.9490923685 
yaw:  -1.60409852799 Yaw vel:  -0.172 Yaw acc:  -9.83 yaw Deseada:  -15.9548997478 Control: 1464.1059434 Error:  14.3508012198 
yaw:  -1.60409852799 Yaw vel:  -0.137 Yaw acc:  -9.93 yaw Deseada:  -19.5383840846 Control: 1455.13884727 Error:  17.9342855566 
yaw:  -2.34595674993 Yaw vel:  -0.137 Yaw acc:  -9.93 yaw Deseada:  -23.3558060752 Control: 1447.4535487 Error:  21.0098493252 
yaw:  -2.34595674993 Yaw vel:  -0.113 Yaw acc:  -9.89 yaw Deseada:  -27.3780681397 Control: 1437.39118135 Error:  25.0321113898 
yaw:  -3.11901164746 Yaw vel:  -0.153 Yaw acc:  -9.92 yaw Deseada:  -31.5724843823 Control: 1428.84204745 Error:  28.4534727348 
yaw:  -3.11901164746 Yaw vel:  -0.153 Yaw acc:  -9.92 yaw Deseada:  -35.9031893014 Control: 1418.00884165 Error:  32.7841776539 
yaw:  -4.37155201458 Yaw vel:  -0.255 Yaw acc:  -9.93 yaw Deseada:  -40.331590122 Control: 1410.07738622 Error:  35.9600381075 
yaw:  -4.37155201458 Yaw vel:  -0.255 Yaw acc:  -9.93 yaw Deseada:  -44.8168567964 Control: 1398.85494268 Error:  40.4453047818 
yaw:  -6.44276717991 Yaw vel:  -0.413 Yaw acc:  -9.92 yaw Deseada:  -49.3164432166 Control: 1392.79859962 Error:  42.8736760367 
