yaw:  35.1080397679 Yaw vel:  0.858 Yaw acc:  -9.97 yaw Deseada:  89.7837752473 Control: 1636.68888977 Error:  -54.6757354794 
yaw:  40.0818552385 Yaw vel:  0.871 Yaw acc:  -9.95 yaw Deseada:  89.2708151054 Control: 1622.94971454 Error:  -49.1889598669 
yaw:  40.0818552385 Yaw vel:  0.871 Yaw acc:  -9.95 yaw Deseada:  88.3738653696 Control: 1620.72631739 Error:  -48.2920101311 
yaw:  45.0525185768 Yaw vel:  0.871 Yaw acc:  -9.95 yaw Deseada:  87.1185476812 Control: 1605.13933848 Error:  -42.0660291044 
yaw:  45.0525185768 Yaw vel:  0.857 Yaw acc:  -10.01 yaw Deseada:  85.5353250974 Control: 1601.20047316 Error:  -40.4828065206 
yaw:  49.8118831829 Yaw vel:  0.857 Yaw acc:  -10.01 yaw Deseada:  83.6590561952 Control: 1584.59051256 Error:  -33.8471730123 
yaw:  49.8118831829 Yaw vel:  0.815 Yaw acc:  -10.1 yaw Deseada:  81.5284861552 Control: 1579.28270463 Error:  -31.7166029723 
yaw:  54.2167234051 Yaw vel:  0.815 Yaw acc:  -10.1 yaw Deseada:  79.1856821513 Control: 1562.39452172 Error:  -24.9689587463 
yaw:  54.2167234051 Yaw vel:  0.735 Yaw acc:  -9.98 yaw Deseada:  76.6754211704 Control: 1556.13637572 Error:  -22.4586977654 
yaw:  58.0479540954 Yaw vel:  0.735 Yaw acc:  -9.98 yaw Deseada:  74.0445390718 Control: 1539.9647742 Error:  -15.9965849763 
yaw:  58.0479540954 Yaw vel:  0.628 Yaw acc:  -9.93 yaw Deseada:  71.3412502528 Control: 1533.22207747 Error:  -13.2932961574 
yaw:  61.2877040641 Yaw vel:  0.533 Yaw acc:  -9.91 yaw Deseada:  68.6144477106 Control: 1518.2922243 Error:  -7.32674364649 
yaw:  61.2877040641 Yaw vel:  0.533 Yaw acc:  -9.91 yaw Deseada:  65.9129935693 Control: 1511.55207148 Error:  -4.62528950528 
yaw:  63.9875685599 Yaw vel:  0.533 Yaw acc:  -9.91 yaw Deseada:  63.2850102836 Control: 1498.22161264 Error:  0.702558276327 
yaw:  63.9875685599 Yaw vel:  0.446 Yaw acc:  -9.93 yaw Deseada:  60.7771827133 Control: 1491.96368529 Error:  3.21038584665 
yaw:  66.1954886809 Yaw vel:  0.446 Yaw acc:  -9.93 yaw Deseada:  58.434081114 Control: 1480.57770108 Error:  7.7614075669 
yaw:  66.1954886809 Yaw vel:  0.366 Yaw acc:  -9.83 yaw Deseada:  56.2975147821 Control: 1475.24624982 Error:  9.89797389873 
yaw:  68.0327959072 Yaw vel:  0.366 Yaw acc:  -9.83 yaw Deseada:  54.4059256557 Control: 1465.91744114 Error:  13.6268702516 
yaw:  68.0327959072 Yaw vel:  0.311 Yaw acc:  -9.87 yaw Deseada:  52.7938305938 Control: 1461.89593707 Error:  15.2389653134 
yaw:  69.5846968489 Yaw vel:  0.271 Yaw acc:  -9.85 yaw Deseada:  51.4913203618 Control: 1454.7547864 Error:  18.0933764871 
yaw:  69.5846968489 Yaw vel:  0.271 Yaw acc:  -9.85 yaw Deseada:  50.5236225284 Control: 1452.34332369 Error:  19.0610743205 
yaw:  70.9037088305 Yaw vel:  0.271 Yaw acc:  -9.85 yaw Deseada:  49.9107345661 Control: 1447.50959884 Error:  20.9929742644 
yaw:  70.9037088305 Yaw vel:  0.23 Yaw acc:  -9.81 yaw Deseada:  49.6671324336 Control: 1446.90755474 Error:  21.2365763969 
yaw:  70.9037088305 Yaw vel:  0.23 Yaw acc:  -9.81 yaw Deseada:  49.8015588342 Control: 1447.24517912 Error:  21.1021499962 
yaw:  71.938311735 Yaw vel:  0.185 Yaw acc:  -9.78 yaw Deseada:  50.3168941976 Control: 1445.94431602 Error:  21.6214175374 
yaw:  72.6881777134 Yaw vel:  0.185 Yaw acc:  -9.78 yaw Deseada:  51.2101122426 Control: 1446.30542706 Error:  21.4780654708 
yaw:  72.6881777134 Yaw vel:  0.133 Yaw acc:  -9.77 yaw Deseada:  52.472320763 Control: 1449.46555832 Error:  20.2158569504 
yaw:  73.1784896732 Yaw vel:  0.133 Yaw acc:  -9.77 yaw Deseada:  54.0888870499 Control: 1452.28063333 Error:  19.0896026232 
yaw:  73.1784896732 Yaw vel:  0.082 Yaw acc:  -9.79 yaw Deseada:  56.0396461493 Control: 1457.16092672 Error:  17.1388435239 
yaw:  73.4930130543 Yaw vel:  0.082 Yaw acc:  -9.79 yaw Deseada:  58.2991889605 Control: 1462.02345055 Error:  15.1938240938 
yaw:  73.4930130543 Yaw vel:  0.053 Yaw acc:  -9.84 yaw Deseada:  60.8372260338 Control: 1468.37098421 Error:  12.6557870204 
yaw:  73.7161826552 Yaw vel:  0.053 Yaw acc:  -9.84 yaw Deseada:  63.6190218345 Control: 1474.76763305 Error:  10.0971608207 
yaw:  73.7161826552 Yaw vel:  0.045 Yaw acc:  -9.89 yaw Deseada:  66.6058932296 Control: 1482.23657315 Error:  7.11028942556 
yaw:  73.9131243297 Yaw vel:  0.04 Yaw acc:  -9.86 yaw Deseada:  69.7557650277 Control: 1489.61875706 Error:  4.15735930201 
yaw:  73.9131243297 Yaw vel:  0.04 Yaw acc:  -9.86 yaw Deseada:  73.0237745824 Control: 1497.79007608 Error:  0.889349747341 
yaw:  74.1526180828 Yaw vel:  0.048 Yaw acc:  -9.91 yaw Deseada:  76.3629167639 Control: 1505.53850246 Error:  -2.21029868109 
yaw:  74.1526180828 Yaw vel:  0.048 Yaw acc:  -9.91 yaw Deseada:  79.7247200224 Control: 1513.94408753 Error:  -5.57210193963 
yaw:  74.4359548201 Yaw vel:  0.048 Yaw acc:  -9.91 yaw Deseada:  83.0599438199 Control: 1521.57252826 Error:  -8.62398899978 
yaw:  74.4359548201 Yaw vel:  0.063 Yaw acc:  -9.96 yaw Deseada:  86.3192873985 Control: 1529.72173886 Error:  -11.8833325783 
yaw:  74.7437094837 Yaw vel:  0.063 Yaw acc:  -9.96 yaw Deseada:  89.4540996918 Control: 1536.78760312 Error:  -14.7103902081 
yaw:  74.7437094837 Yaw vel:  0.068 Yaw acc:  -9.88 yaw Deseada:  92.4170801683 Control: 1544.19561169 Error:  -17.6733706846 
yaw:  75.0690928656 Yaw vel:  0.068 Yaw acc:  -9.88 yaw Deseada:  95.1629605249 Control: 1550.24462185 Error:  -20.0938676593 
yaw:  75.0690928656 Yaw vel:  0.071 Yaw acc:  -9.93 yaw Deseada:  97.6491574267 Control: 1556.46038285 Error:  -22.580064561 
