-2.369928994,-2.2
-2.398403705,-2.2
-2.398403705,-2.2
-2.318466954,-2.2
-2.318466954,-2.2
-2.31732302,-2.2
-2.31732302,-2.2
-2.398403705,-2.2
-2.425796507,-2.2
-2.425796507,-2.2
-2.344070076,-2.2
-2.370693561,-2.2
-2.370693561,-2.2
-2.344513874,-2.2
-2.344513874,-2.2
-2.340830762,-2.2
-2.340830762,-2.2
-2.312385991,-2.2
-2.334870241,-2.2
-2.334870241,-2.2
-2.334870241,-2.2
-2.308930458,-2.2
-2.308930458,-2.2
-2.286987493,-2.2
-2.286987493,-2.2
-2.341569078,-2.2
-2.341569078,-2.2
-2.341569078,-2.2
-2.341569078,-2.2
-2.341569078,-2.2
-2.341569078,-2.2
-2.315564558,-2.2
-2.315564558,-2.2
-2.286987493,-2.2
-2.286987493,-2.2
-2.258875742,-2.2
-2.258875742,-2.2
-2.283560677,-2.2
-2.308930458,-2.2
-2.308930458,-2.2
-2.26214074,-2.2
-2.26214074,-2.2
-2.26214074,-2.2
-2.26214074,-2.2
-2.26214074,-2.2
-2.26214074,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.206297649,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.187542824,-2.2
-2.187542824,-2.2
-2.187542824,-2.2
-2.187542824,-2.2
-2.142438848,-2.2
-2.142438848,-2.2
-2.142438848,-2.2
-2.142325006,-2.2
-2.142325006,-2.2
-2.142438848,-2.2
-2.142438848,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.09872903,-2.2
-2.09872903,-2.2
-2.094559639,-2.2
-2.090071995,-2.2
-2.090071995,-2.2
-2.069173376,-2.2
-2.090178618,-2.2
-2.090178618,-2.2
-2.094987013,-2.2
-2.094987013,-2.2
-2.163699683,-2.2
-2.163699683,-2.2
-2.145016824,-2.2
-2.192291879,-2.2
-2.192291879,-2.2
-2.147167526,-2.2
-2.147167526,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.120577227,-2.2
-2.120577227,-2.2
-2.120577227,-2.2
-2.164638483,-2.2
-2.120577227,-2.2
-2.120577227,-2.2
-2.16428629,-2.2
-2.186452897,-2.2
-2.186452897,-2.2
-2.138182622,-2.2
-2.138182622,-2.2
-2.138182622,-2.2
-2.138182622,-2.2
-2.138182622,-2.2
-2.138182622,-2.2
-2.160455357,-2.2
-2.160455357,-2.2
-2.160455357,-2.2
-2.160455357,-2.2
-2.160455357,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.241422159,-2.2
-2.241422159,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.26214074,-2.2
-2.25834217,-2.2
-2.25834217,-2.2
-2.258875742,-2.2
-2.258875742,-2.2
-2.234586755,-2.2
-2.262675209,-2.2
-2.262675209,-2.2
-2.214407881,-2.2
-2.262541556,-2.2
-2.262541556,-2.2
-2.191100921,-2.2
-2.261473186,-2.2
-2.261473186,-2.2
-2.191100921,-2.2
-2.237181685,-2.2
-2.237181685,-2.2
-2.238345368,-2.2
-2.238345368,-2.2
-2.216448737,-2.2
-2.240904031,-2.2
-2.240904031,-2.2
-2.264581768,-2.2
-2.19073688,-2.2
-2.19073688,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.237827951,-2.2
-2.23821598,-2.2
-2.23821598,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.214032101,-2.2
-2.189282529,-2.2
-2.189282529,-2.2
-2.214032101,-2.2
-2.237181685,-2.2
-2.237181685,-2.2
-2.190130548,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.190130548,-2.2
-2.190130548,-2.2
-2.209689491,-2.2
-2.209689491,-2.2
-2.209689491,-2.2
-2.210314315,-2.2
-2.210314315,-2.2
-2.210314315,-2.2
-2.210314315,-2.2
-2.187058211,-2.2
-2.187058211,-2.2
-2.187058211,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.187542824,-2.2
-2.187542824,-2.2
-2.16428629,-2.2
-2.16428629,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.23821598,-2.2
-2.23821598,-2.2
-2.16428629,-2.2
-2.16428629,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.16428629,-2.2
-2.16428629,-2.2
-2.210814556,-2.2
-2.210814556,-2.2
-2.214032101,-2.2
-2.191222308,-2.2
-2.191222308,-2.2
-2.191100921,-2.2
-2.191100921,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214407881,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.237827951,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214533183,-2.2
-2.214533183,-2.2
-2.214407881,-2.2
-2.234586755,-2.2
-2.234586755,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.214032101,-2.2
-2.237827951,-2.2
-2.237827951,-2.2
-2.238345368,-2.2
-2.23821598,-2.2
-2.23821598,-2.2
-2.214407881,-2.2
-2.214407881,-2.2
-2.214032101,-2.2
-2.191222308,-2.2
-2.191222308,-2.2
-2.214407881,-2.2
-2.210314315,-2.2
-2.210314315,-2.2
-2.210814556,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.234457585,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.210814556,-2.2
-2.210814556,-2.2
-2.210814556,-2.2
-2.210314315,-2.2
-2.187058211,-2.2
-2.187058211,-2.2
-2.209689491,-2.2
-2.210314315,-2.2
-2.210314315,-2.2
-2.209689491,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.237827951,-2.2
-2.261473186,-2.2
-2.261473186,-2.2
-2.19073688,-2.2
-2.190130548,-2.2
-2.190130548,-2.2
-2.233425026,-2.2
-2.234070207,-2.2
-2.234070207,-2.2
-2.210814556,-2.2
-2.187058211,-2.2
-2.187058211,-2.2
-2.191100921,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.168279442,-2.2
-2.191100921,-2.2
-2.191100921,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.19073688,-2.2
-2.19073688,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.187058211,-2.2
-2.18742164,-2.2
-2.18742164,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.23821598,-2.2
-2.19073688,-2.2
-2.19073688,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214407881,-2.2
-2.187058211,-2.2
-2.187058211,-2.2
-2.210314315,-2.2
-2.210814556,-2.2
-2.210814556,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.187058211,-2.2
-2.234457585,-2.2
-2.234457585,-2.2
-2.234457585,-2.2
-2.234070207,-2.2
-2.234070207,-2.2
-2.210689464,-2.2
-2.210689464,-2.2
-2.233425026,-2.2
-2.233425026,-2.2
-2.233425026,-2.2
-2.234070207,-2.2
-2.234070207,-2.2
-2.234070207,-2.2
-2.234070207,-2.2
-2.258742313,-2.2
-2.258742313,-2.2
-2.258742313,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.214032101,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.241292594,-2.2
-2.240904031,-2.2
-2.240904031,-2.2
-2.19411277,-2.2
-2.19411277,-2.2
-2.217451768,-2.2
-2.217451768,-2.2
-2.217075472,-2.2
-2.217075472,-2.2
-2.168279442,-2.2
-2.168279442,-2.2
-2.19073688,-2.2
-2.19073688,-2.2
-2.19073688,-2.2
-2.167339063,-2.2
-2.167339063,-2.2
-2.167339063,-2.2
-2.167339063,-2.2
-2.168279442,-2.2
-2.168279442,-2.2
-2.262541556,-2.2
-2.145928434,-2.2
-2.145928434,-2.2
-2.145016824,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.145586444,-2.2
-2.145586444,-2.2
-2.145586444,-2.2
-2.145586444,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.167926656,-2.2
-2.168279442,-2.2
-2.164638483,-2.2
-2.164638483,-2.2
-2.164638483,-2.2
-2.145928434,-2.2
-2.145928434,-2.2
-2.187058211,-2.2
-2.187058211,-2.2
-2.190130548,-2.2
-2.190130548,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.190130548,-2.2
-2.213406226,-2.2
-2.213406226,-2.2
-2.237827951,-2.2
-2.237827951,-2.2
-2.260539602,-2.2
-2.260539602,-2.2
-2.237827951,-2.2
-2.237827951,-2.2
-2.237827951,-2.1975
-2.237827951,-2.1950125
-2.233425026,-2.192537438
-2.234070207,-2.19007475
-2.234070207,-2.187624377
-2.213406226,-2.185186255
-2.213406226,-2.182760323
-2.261473186,-2.180346522
-2.261473186,-2.177944789
-2.216448737,-2.175555065
-2.240256876,-2.17317729
-2.240256876,-2.170811403
-2.214032101,-2.168457346
-2.237181685,-2.16611506
-2.237181685,-2.163784484
-2.213406226,-2.161465562
-2.213406226,-2.159158234
-2.234457585,-2.156862443
-2.187058211,-2.154578131
